Code,Question Name,Question Weight,Answer,Answer Weight,Scoring Type,Metric Domain,Ordinal,All Vendors,Question Description,Branching Logic,Category Name,Internal,Upload Answers,Allows Text For Answers,Tech Vendor,System Vendor,Service Vendor,Allows Comment To Answers,Use Color Coding
,,,Yes,0,,,,,,,,,,,,,,,
COML:305,"Are systems in place to detect anomalous behavior automatically during customer, employee, and third-party authentication?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,305,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:306,Are security logs reviewed regularly?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,306,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:307,Do logs provide traceability for all system access by individual users?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,307,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:308,Are thresholds established to determine activity within logs that would warrant management response?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,308,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:309,Are online customer transactions actively monitored for anomalous behavior?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,309,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:310,Are tools to detect unauthorized data mining used?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,310,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:311,Do tools actively monitor security logs for anomalous behavior and alert within established parameters?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,311,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:312,Are audit logs backed up to a centralized log server or media that is difficult to alter?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,312,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:313,Are thresholds for security logging evaluated periodically?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,313,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:314,"Are anomalous activity and other network and system alerts correlated across business units to detect and prevent multifaceted attacks (e.g., simultaneous account takeover and DDoS attack)?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,314,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:315,Does an automated tool triggers system and/or fraud alerts when customer logins occur within a short period of time but from physically distant IP locations?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,315,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:316,Do external transfers from customer accounts generate alerts and require review and authorization if anomalous behavior is detected?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,316,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:317,"Is a system in place to monitor and analyze employee behavior (network use patterns, work hours, and known devices) to alert on anomalous activities?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,317,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:318,Is an automated tool(s) in place to detect and prevent data mining by insider threats?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,318,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:319,Are tags on fictitious confidential data or files used to provide advanced alerts of potential malicious activity when the data is accessed?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,319,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:320,Does the institution have a mechanism for real-time automated risk scoring of threats?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,320,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:321,Is the institution developing new technologies that will detect potential insider threats and block activity in real time?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,321,NO,,,Cybersecurity Controls / Detective Controls / Anomalous Activity Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:322,Is a normal network activity baseline established?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,322,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:323,"Are mechanisms (e.g., antivirus alerts, log event alerts) in place to alert management to potential attacks?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,323,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:324,"Are processes in place to monitor for the presence of unauthorized users, devices, connections, and software?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,324,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:325,Are responsibilities for monitoring and reporting suspicious systems activity assigned?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,325,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:326,Is the physical environment monitored to detect potential unauthorized access?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,326,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:327,Is a process is in place to correlate event information from multiple sources?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,327,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:328,"Are controls or tools (e.g., data loss prevention) in place to detect potential unauthorized or unintentional transmissions of confidential data.",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,328,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:329,Are event detection processes proven reliable?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,329,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:330,Is specialized security monitoring used for critical assets throughout the infrastructure?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,330,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:331,"Do automated tools detect unauthorized changes to critical system files, firewalls, IPS, IDS, or other security devices?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,331,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:332,Is real-time network monitoring and detection implemented and incorporates sector-wide event information?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,332,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:333,"Are real-time alerts automatically sent when unauthorized software, hardware, or changes occur?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,333,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:334,Are tools in place to actively correlate event information from multiple sources and send alerts based on established parameters?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,334,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:335,Is the institution leading efforts to develop event detection systems that will correlate in real time when events are about to occur?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,335,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:336,Is the institution is leading the development effort to design new technologies that will detect potential insider threats and block activity in real time?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,336,NO,,,Cybersecurity Controls / Detective Controls / Event Detection,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:337,Is a patch management program implemented and ensures that software and firmware patches are applied in a timely manner?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,337,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:338,Are patches tested before being applied to systems and/or software?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,338,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:339,Are patch management reports reviewed and reflect missing security patches?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,339,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:340,"Is a formal process in place to acquire, test, and deploy software patches based on criticality?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,340,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:341,Are systems configured to retrieve patches automatically?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,341,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:342,Is operational impact evaluated before deploying security patches?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,342,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:343,Is an automated tool(s) used to identify missing security patches as well as the number of days since each patch became available?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,343,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:344,Are missing patches across all environments prioritized and tracked?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,344,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:345,Are patches for high-risk vulnerabilities tested and applied when released or the risk is accepted and accountability assigned?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,345,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:346,"Is patch monitoring software installed on all servers to identify any missing patches for the operating system software, middleware, database, and other key software?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,346,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:347,"Does the institution monitor patch management reports to ensure security patches are tested and implemented within aggressive time frames (e.g., 0-30 days)?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,347,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:348,Does the institution develop security patches or bug fixes or contributes to open source code development for systems it uses?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,348,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:349,Are segregated or separate systems in place that mirror production systems allowing for rapid testing and implementation of patches and provide for rapid fallback when needed?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,349,NO,,,Cybersecurity Controls / Corrective Controls / Patch Management,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:350,Are issues identified in assessments prioritized and resolved based on criticality and within the time frames established in the response to the assessment report?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,350,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:351,"Is data destroyed or wiped on hardware and portable/mobile media when a device is missing, stolen, or no longer needed?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,351,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:352,Are formal processes in place to resolve weaknesses identified during penetration testing?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,352,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:353,Are remediation efforts confirmed by conducting a follow-up vulnerability scan?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,353,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:354,"Is penetration testing repeated to confirm that medium- and high-risk, exploitable vulnerabilities have been resolved?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,354,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:355,"Are security investigations, forensic analysis, and remediation performed by qualified staff or third parties?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,355,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:356,"Are generally accepted and appropriate forensic procedures, including chain of custody, used to gather and present evidence to support potential legal action?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,356,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:357,Are the maintenance and repair of organizational assets performed by authorized individuals with approved and controlled tools?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,357,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:358,Are the maintenance and repair of organizational assets logged in a timely manner?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,358,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:359,"Are all medium and high risk issues identified in penetration testing, vulnerability scanning, and other independent testing escalated to the board or an appropriate board committee for risk acceptance if not resolved in a timely manner?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,359,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:360,Is the institution developing technologies that will remediate systems damaged by zero-day attacks to maintain current recovery time objectives?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,360,NO,,,Cybersecurity Controls / Corrective Controls / Remediation,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:361,Are the critical business processes that are dependent on external connectivity identified?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,361,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:362,Does the institution ensure that third-party connections are authorized?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,362,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:363,Is a network diagram in place and identifies all external connections?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,363,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:364,Are data flow diagrams in place and document information flow to external parties?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,364,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:365,Are critical business processes mapped to the supporting external connections?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,365,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:366,Is the network diagram updated when connections with third parties change or at least annually?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,366,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:367,Are network and systems diagrams stored in a secure manner with proper restrictions on access?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,367,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:368,Are controls for primary and backup third-party connections monitored and tested on a regular basis?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,368,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:369,"Is a validated asset inventory used to create comprehensive diagrams depicting data repositories, data flow, infrastructure, and connectivity?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,369,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:370,Are security controls designed and verified to detect and prevent intrusions from third-party connections?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,370,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:371,"Do monitoring controls cover all external connections (e.g., third-party service providers, business partners, customers)?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,371,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:372,Do monitoring controls cover all internal network-to-network connections?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,372,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:373,Is the security architecture validated and documented before network connection infrastructure changes?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,373,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:374,Does the institution work closely with third-party service providers to maintain and improve the security of external connections?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,374,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:375,"Is diagram(s) of external connections interactive, shows real-time changes to the network connection infrastructure, new connections, and volume fluctuations, and alerts when risks arise?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,375,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:376,Can the institution's connections be segmented or severed instantaneously to prevent contagion from cyber attacks?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,376,NO,,,External Dependency Management / Connections,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:377,"Is risk-based due diligence performed on prospective third parties before contracts are signed, including reviews of their background, reputation, financial condition, stability, and security controls?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,377,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:378,Is a list of third-party service providers is maintained?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,378,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:379,Is a risk assessment conducted to identify criticality of service providers?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,379,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:380,Does a formal process exist to analyze assessments of third-party cybersecurity controls?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,380,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:381,Does the board or an appropriate board committee review a summary of due diligence results including management's recommendations to use third parties that will affect the institution's inherent risk profile?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,381,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:382,"Is a process in place to confirm that the institution's third-party service providers conduct due diligence of their third parties (e.g., subcontractors)?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,382,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:383,"Are pre-contract, physical site visits of high-risk vendors conducted by the institution or by a qualified third party?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,383,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:384,Is a continuous process improvement program in place for third-party due diligence activity?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,384,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:385,Are audits of high-risk vendors conducted on an annual basis?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,385,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
