Constant,Scope,Value,Default Value
DASHBOARDS$CLOUD$DESCRIPTION,SERVER,Displays cloud scores,Displays cloud scores
DASHBOARDS$CLOUD$SUMMARY$ITEM_NAME,SERVER,Summary,Summary
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$ITEM_NAME,SERVER,Cloud Cyber Risk Scoring Summary,Cloud Cyber Risk Scoring Summary
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$X_AXIS,SERVER,Vendor,Vendor
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$Y_AXIS,SERVER,Score,Score
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_CHART$THRESHOLD,SERVER,Cyber Risk Threshold,Cyber Risk Threshold
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$ITEM_NAME,SERVER,Cloud Cyber Risk Scores,Cloud Cyber Risk Scores
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$VENDOR_HEADER,SERVER,Vendor,Vendor
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$SCORE_HEADER,SERVER,Score,Score
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$IMPACT_WEIGHT_HEADER,SERVER,Impact Weight,Impact Weight
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$IMPACT_TOTAL_HEADER,SERVER,Impact Total,Impact Total
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$LIKELIHOOD_WEIGHT_HEADER,SERVER,Likelihood Weight,Likelihood Weight
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$LIKELIHOOD_TOTAL_HEADER,SERVER,Likelihood Total,Likelihood Total
DASHBOARDS$CLOUD$SUMMARY$HEAT_MAP_CHART$ITEM_NAME,SERVER,Cloud Heat Map,Cloud Heat Map
DASHBOARDS$CLOUD$SUMMARY$HEAT_MAP_TABLE$ITEM_NAME,SERVER,Cloud Heat Matrix,Cloud Heat Matrix
DASHBOARDS$M_AND_A$NAME,SERVER,M & A Dashboard,M & A Dashboard
DASHBOARDS$M_AND_A$DESCRIPTION,SERVER,Displays the target exposures,Displays the target exposures
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$SYSTEM_HEADER,SERVER,System,System
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration,Data Exfiltration
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$BUSINESS_INTERRUPTION_HEADER,SERVER,Business Interruption,Business Interruption
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$TOTAL_EXPOSURE,SERVER,Total Exposure,Total Exposure
DASHBOARDS$PHI_DATA$NAME,SERVER,PHI Data,PHI Data
DASHBOARDS$PHI_DATA$DESCRIPTION,SERVER,Displays PHI Exposures,Displays PHI Exposures
DASHBOARDS$PHI_DATA$PHI_DATA$SYSTEM_HEADER,SERVER,System,System
DASHBOARDS$PHI_DATA$PHI_DATA$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration,Data Exfiltration
DASHBOARDS$PHI_DATA$PHI_DATA$BUSINESS_INTERRUPTION_HEADER,SERVER,Business Interruption,Business Interruption
DASHBOARDS$PHI_DATA$PHI_DATA$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$PHI_DATA$PHI_DATA$TOTAL_EXPOSURE_HEADER,SERVER,Total Exposure,Total Exposure
DASHBOARDS$ETL_SYSTEMS_EXPOSURES$NAME,SERVER,Data Sharing Exposures,Data Sharing Exposures
DASHBOARDS$ETL_SYSTEMS_EXPOSURES$DESCRIPTION,SERVER,Displays the system exposures from files that are sent to vendors,Displays the system exposures from files that are sent to vendors
DASHBOARDS$IOT_EXPOSURES$NAME,SERVER,IoT Exposures,IoT Exposures
DASHBOARDS$IOT_EXPOSURES$DESCRIPTION,SERVER,Displays exposures of systems using IoT Technology,Displays exposures of systems using IoT Technology
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_HEADER,SERVER,System,System
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration,Data Exfiltration
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$BUSINESS_INTERRUPTION_HEADER,SERVER,Business Interruption,Business Interruption
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$TOTAL_EXPOSURE_HEADER,SERVER,Total Exposure,Total Exposure
DASHBOARDS$UNINSURABLE_EXPOSURES$NAME,SERVER,Uninsurable Exposures,Uninsurable Exposures
DASHBOARDS$UNINSURABLE_EXPOSURES$DESCRIPTION,SERVER,Displays all systems with exposures over 750m,Displays all systems with exposures over 750m
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_HEADER,SERVER,System,System
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration,Data Exfiltration
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$BUSINESS_INTERRUPTION_HEADER,SERVER,Business Interruption,Business Interruption
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$GDPR_REGULATORY_EXPOSURE_HEADER,SERVER,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$TOTAL_EXPOSURE_HEADER,SERVER,Total Exposure,Total Exposure
DASHBOARDS$CROWN_JEWEL_ASSET$NAME,SERVER,Crown Jewel Asset,Crown Jewel Asset
DASHBOARDS$CROWN_JEWEL_ASSET$DESCRIPTION,SERVER,Displays the exposures and inherent risk scores of the crown jewel assets,Displays the exposures and inherent risk scores of the crown jewel assets
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$ITEM_NAME,SERVER,Crown Jewel Asset Cyber Risk Score,Crown Jewel Asset Cyber Risk Score
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$SYSTEM_OWNER_HEADER,SERVER,System Owner,System Owner
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$EMAIL_HEADER,SERVER,Email,Email
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$BU_HEADER,SERVER,BU,BU
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$CYBER_RISK_SCORE_HEADER,SERVER,Cyber Risk Score,Cyber Risk Score
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$FINANCIAL_EXPOSURE_HEADER,SERVER,Financial Exposure,Financial Exposure
DASHBOARDS$CROWN_JEWEL_ASSET$TMP_RECOMMENDATIONS$RISK_REDUCTION_RECOMMENDATION,SERVER,Recommendations for Risk Reduction,Recommendations for Risk Reduction
DASHBOARDS$PRIVACY_RISK$NAME,SERVER,System Privacy Risk,System Privacy Risk
DASHBOARDS$PRIVACY_RISK$DESCRIPTION,SERVER,Displays privacy exposures and scores,Displays privacy exposures and scores
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$ITEM_NAME,SERVER,Privacy Risk (PII) Cyber Risk Score,Privacy Risk (PII) Cyber Risk Score
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$SYSTEM_OWNER_HEADER,SERVER,System Owner,System Owner
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$EMAIL_HEADER,SERVER,Email,Email
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$BU_HEADER,SERVER,BU,BU
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$PRIVACY_RISK_SCORE_HEADER,SERVER,Privacy Risk Score,Privacy Risk Score
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$FINANCIAL_EXPOSURE_HEADER,SERVER,Financial Exposure,Financial Exposure
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$RISK_REDUCTION_RECOMMENDATION,SERVER,Recommendations for Risk Reduction,Recommendations for Risk Reduction
DASHBOARDS$CYBERSECURITY_TOOL_ROI$NAME,SERVER,Cybersecurity Tool ROI,Cybersecurity Tool ROI
DASHBOARDS$CYBERSECURITY_TOOL_ROI$DESCRIPTION,SERVER,Displays ROI for cyber tools,Displays ROI for cyber tools
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$ITEM_NAME,SERVER,Cybersecurity Tool ROI Calculations,Cybersecurity Tool ROI Calculations
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$BU_HEADER,SERVER,BU,BU
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$SECURITY_TOOL_HEADER,SERVER,Security Tool,Security Tool
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$QUANT_METRIC_HEADER,SERVER,Quantification Metric,Quantification Metric
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$QUANT_VALUE_HEADER,SERVER,Quantification Value ($),Quantification Value ($)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$RISK_REDUCTION_PERCENTS_HEADER,SERVER,Risk Reduction (%),Risk Reduction (%)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$RISK_REDUCTION_VALUE_HEADER,SERVER,Risk Reduction ($),Risk Reduction ($)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$TOTAL_COST_HEADER,SERVER,Tool Cost,Tool Cost
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$ROI_HEADER,SERVER,ROI (%),ROI (%)
DASHBOARDS$BUDGETING$NAME,SERVER,Budgeting,Budgeting
DASHBOARDS$BUDGETING$DESCRIPTION,SERVER,Displays fixed and variable operational and captial costs,Displays fixed and variable operational and captial costs
DASHBOARDS$BUDGETING$CYBERSECURITY$ITEM_NAME,SERVER,Cybersecurity,Cybersecurity
DASHBOARDS$BUDGETING$CYBERSECURITY$ITEM_DESCRIPTION,SERVER,Cybersecurity Budgeting,Cybersecurity Budgeting
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$ITEM_NAME,SERVER,Cybersecurity Budget,Cybersecurity Budget
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$FIXED_CAPITAL_COSTS_HEADER,SERVER,Fixed Capital Costs,Fixed Capital Costs
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$FIXED_OPERATIONAL_COSTS_HEADER,SERVER,Fixed Operational Costs,Fixed Operational Costs
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$VARIABLE_OPERATIONAL_COSTS_HEADER,SERVER,Variable Operational Costs,Variable Operational Costs
DASHBOARDS$BUDGETING$CYBERSECURITY$BUDGET$TOTAL_OPTIMAL_BUDGET_HEADER,SERVER,Total Optimal Budget,Total Optimal Budget
DASHBOARDS$BUDGETING$SUMMARY$ITEM_NAME,SERVER,Summary,Summary
DASHBOARDS$BUDGETING$SUMMARY$ITEM_DESCRIPTION,SERVER,Summary Scores,Summary Scores
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ITEM_NAME,SERVER,Summary Scores,Summary Scores
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$PROJECT_NAME_HEADER,SERVER,Project Name,Project Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$BUDGET_MANAGER_HEADER,SERVER,Budget Manager,Budget Manager
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EMPLOYEE_NAME_HEADER,SERVER,Employee Name,Employee Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EST_HOURS_HEADER,SERVER,Est Hours,Est Hours
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EST_COST_HEADER,SERVER,Est Cost,Est Cost
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ACTUAL_HOURS_HEADER,SERVER,Actual Hours,Actual Hours
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ACTUAL_COST_HEADER,SERVER,Actual Cost,Actual Cost
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$LICENSE_NAME_HEADER,SERVER,License Name,License Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$LICENSE_TYPE_HEADER,SERVER,License Type,License Type
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$LICENSE_COST_HEADER,SERVER,License Cost,License Cost
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$CONSULTANT_NAME_HEADER,SERVER,Consultant Name,Consultant Name
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$EST_HEADER,SERVER,Est,Est
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$ACTUAL_END_DATE_HEADER,SERVER,Actual End Date,Actual End Date
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$TASKS_HEADER,SERVER,Tasks,Tasks
DASHBOARDS$BUDGETING$SUMMARY$SCORES_GRID$COMMENTS_HEADER,SERVER,Comments,Comments
DASHBOARDS$ADMIN$NAME,SERVER,BU exposures and scores,BU exposures and scores
DASHBOARDS$ADMIN$DESCRIPTION,SERVER,Displays the exposures and scores by BU,Displays the exposures and scores by BU
DASHBOARDS$ADMIN$SYSTEM_OWNER$ITEM_NAME,SERVER,System Owner Scores,System Owner Scores
DASHBOARDS$ADMIN$SYSTEM_OWNER$ORGANIZATION_HEADER,SERVER,Organization,Organization
DASHBOARDS$ADMIN$SYSTEM_OWNER$VENDOR_HEADER,SERVER,Vendor,Vendor
DASHBOARDS$ADMIN$SYSTEM_OWNER$CLOUD_HEADER,SERVER,Cloud,Cloud
DASHBOARDS$ADMIN$SYSTEM_OWNER$PERSON_HEADER,SERVER,Person,Person
DASHBOARDS$ADMIN$SYSTEM_OWNER$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$ADMIN$SYSTEM_OWNER$SYSTEM_DATA_EXFILTRATION_HEADER,SERVER,System data Exfiltration,System data Exfiltration
DASHBOARDS$ADMIN$SYSTEM_OWNER$IMPACT_HEADER,SERVER,Impact,Impact
DASHBOARDS$ADMIN$SYSTEM_OWNER$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DASHBOARDS$QUESTION_STATUS$NAME,SERVER,Cyber Risk Scoring Status,Cyber Risk Scoring Status
DASHBOARDS$QUESTION_STATUS$DESCRIPTION,SERVER,Displays the status of the cyber risk scoring questions,Displays the status of the cyber risk scoring questions
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$ITEM_NAME,SERVER,System Status,System Status
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$ITEM_DESCRIPTION,SERVER,System Status,System Status
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$ITEM_NAME,SERVER,System Statuses,System Statuses
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$PERSON_HEADER,SERVER,Person,Person
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$SYSTEM_QUESTIONNAIRE_HEADER,SERVER,System Questionnaire Status,System Questionnaire Status
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration Question,Data Exfiltration Question
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$BUSINESS_INTERRUPTION_HEADER,SERVER,Business Interruption Question,Business Interruption Question
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$IMPACT_HEADER,SERVER,Impact,Impact
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DASHBOARDS$QUESTION_STATUS$SYSTEM_STATUS$SYSTEM_STATUS$FILTER$ITEM_NAME,SERVER,System Questions Filter,System Questions Filter
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$ITEM_NAME,SERVER,Vendor Status,Vendor Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$ITEM_DESCRIPTION,SERVER,Vendor Status,Vendor Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$ITEM_NAME,SERVER,Vendor Statuses,Vendor Statuses
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$PERSON_HEADER,SERVER,Person,Person
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_NAME_HEADER,SERVER,Vendor Name,Vendor Name
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_QUESTIONNAIRE_HEADER,SERVER,Vendor Questionnaire Status,Vendor Questionnaire Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$CLOUD_QUESTIONNAIRE_HEADER,SERVER,Cloud Questionnaire Status,Cloud Questionnaire Status
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$IMPACT_HEADER,SERVER,Impact,Impact
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DASHBOARDS$QUESTION_STATUS$VENDOR_STATUS$VENDOR_STATUS$FILTER$ITEM_NAME,SERVER,Vendor Questions Filter,Vendor Questions Filter
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ITEM_NAME,SERVER,System Question:\u0020,System Question:\u0020
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$PERSON_HEADER,SERVER,Person,Person
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ANSWER_HEADER,SERVER,Answer,Answer
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ANSWER_WEIGHT_HEADER,SERVER,Answer Weight,Answer Weight
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ETL_ANSWER,SERVER,N/A - ETL,N/A - ETL
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$ITEM_NAME,SERVER,Vendor Question Answers,Vendor Question Answers
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$ITEM_DESCRIPTION,SERVER,Vendor Question Answers,Vendor Question Answers
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$ITEM_NAME,SERVER,Vendor Question:\u0020,Vendor Question:\u0020
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$PERSON_HEADER,SERVER,Person,Person
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$VENDOR_NAME_HEADER,SERVER,Vendor Name,Vendor Name
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$ANSWER_HEADER,SERVER,Answer,Answer
DASHBOARDS$QUESTION_STATUS$VENDOR_ANSWERS$VENDOR_QUESTION$ANSWER_WEIGHT_HEADER,SERVER,Answer Weight,Answer Weight
DASHBOARDS$ASSIGNMENTS_STATUS$NAME,SERVER,Set Up Assignment Status,Set Up Assignment Status
DASHBOARDS$ASSIGNMENTS_STATUS$DESCRIPTION,SERVER,Displays the status of the system scoring assigments,Displays the status of the system scoring assigments
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$ITEM_NAME,SERVER,Assignments By System,Assignments By System
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$ITEM_DESCRIPTION,SERVER,Assignments By Systems,Assignments By Systems
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$ITEM_NAME,SERVER,Assignments By Systems,Assignments By Systems
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$ASSIGNMENTS_HEADER,SERVER,Assignments,Assignments
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$TYPE_HEADER,SERVER,Type,Type
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$SYSTEM_QUESTIONNAIRE_HEADER,SERVER,System Questionnaire Status,System Questionnaire Status
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration Question,Data Exfiltration Question
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$BUSINESS_INTERRUPTION_HEADER,SERVER,Business Interruption Question,Business Interruption Question
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$IMPACT_HEADER,SERVER,Impact,Impact
DASHBOARDS$ASSIGNMENTS_STATUS$SYSTEM_ASSIGNMENTS$SYSTEM_ASSIGNMENTS$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$ITEM_NAME,SERVER,Assignments By People,Assignments By People
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$ITEM_DESCRIPTION,SERVER,Assignments By People,Assignments By People
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$ITEM_NAME,SERVER,Assignments By People,Assignments By People
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$PERSON_HEADER,SERVER,Person,Person
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$BUSINESS_UNIT_HEADER,SERVER,Business Unit,Business Unit
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$ASSIGNMENT_TYPE_HEADER,SERVER,Assignment Type,Assignment Type
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$SYSTEM_QUESTIONNAIRE_HEADER,SERVER,System Questionnaire Status,System Questionnaire Status
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration Question,Data Exfiltration Question
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$BUSINESS_INTERRUPTION_HEADER,SERVER,Business Interruption Question,Business Interruption Question
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$IMPACT_HEADER,SERVER,Impact,Impact
DASHBOARDS$ASSIGNMENTS_STATUS$PEOPLE_ASSIGNMENTS$PEOPLE_ASSIGNMENTS$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DASHBOARDS$TASK$NAME,SERVER,Task Status,Task Status
DASHBOARDS$TASK$DESCRIPTION,SERVER,Displays the status of tasks,Displays the status of tasks
DASHBOARDS$TASK$TASK_SUMMARY$ITEM_NAME,SERVER,Task Status,Task Status
DASHBOARDS$TASK$TASK_SUMMARY$ITEM_DESCRIPTION,SERVER,Task Status Summary,Task Status Summary
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ITEM_NAME,SERVER,Task Statuses,Task Statuses
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_NAME_HEADER,SERVER,Task Name,Task Name
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_CATEGORY_HEADER,SERVER,Task Category,Task Category
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$PROJECT_HEADER,SERVER,Project,Project
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_MANAGER_HEADER,SERVER,Task Manager,Task Manager
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_ASSIGNEE_HEADER,SERVER,Task Assignee,Task Assignee
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$STATUS_HEADER,SERVER,Status,Status
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$PRIORITY_HEADER,SERVER,Priority,Priority
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_HOURS_HEADER,SERVER,Est Hours,Est Hours
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_START_HEADER,SERVER,Est Start Date,Est Start Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_END_HEADER,SERVER,Est End Date,Est End Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ACTUAL_START_HEADER,SERVER,Actual Start Date,Actual Start Date
