Constant,Scope,Value,Default Value
HINT.ASSESSMENTS_TITLE.TITLE,HINTS,Security Assessment,Security Assessment
HINT.ASSET_CLASSES_TITLE.BODY,HINTS,Asset classes are used by the company to understand the prioritization of the restoration of the systems and business process in the advent of a ransomware or other business interruption. Business Continuity teams use them in their BCM programs.,Asset classes are used by the company to understand the prioritization of the restoration of the systems and business process in the advent of a ransomware or other business interruption. Business Continuity teams use them in their BCM programs.
HINT.ASSET_CLASSES_TITLE.TITLE,HINTS,Asset Classes,Asset Classes
HINT.ASSOCIATE_MODELS_TITLE.BODY,HINTS,This function allows the organization to make relationships between the risk models.,This function allows the organization to make relationships between the risk models.
HINT.ASSOCIATE_MODELS_TITLE.TITLE,HINTS,Associate models,Associate models
HINT.ASSOCIATE_SYSTEMS_TITLE.BODY,HINTS,A listing of your organization's Associate Systems tied to the vendor.,A listing of your organization's Associate Systems tied to the vendor.
HINT.ASSOCIATE_SYSTEMS_TITLE.TITLE,HINTS,Associate systems,Associate systems
HINT.AUDIT_LOGS_TITLE.BODY,HINTS,"A log of changes (creates, updates, and deletes) by users by item type.","A log of changes (creates, updates, and deletes) by users by item type."
HINT.AUDIT_LOGS_TITLE.TITLE,HINTS,Audit logs,Audit logs
HINT.BUSINESS_INTERRUPTION_TITLE.BODY,HINTS,"Business Interruption is when business as usual is interrupted when the authorized users cannot access an application. In cyber, it is typically a result of a denial of service attack.","Business Interruption is when business as usual is interrupted when the authorized users cannot access an application. In cyber, it is typically a result of a denial of service attack."
HINT.BUSINESS_INTERRUPTION_TITLE.TITLE,HINTS,Business interruption,Business interruption
HINT.BUSINESS_UNITS_IMPORT_EXPORT_TITLE.BODY,HINTS,Business units import export title,Business units import export title
HINT.BUSINESS_UNITS_SCHEME.BODY,HINTS,Business units scheme,Business units scheme
HINT.BUSINESS_UNITS_TITLE.BODY,HINTS,A business unit is an organizational structure such as a department or team that produces revenues and is responsible for costs.,A business unit is an organizational structure such as a department or team that produces revenues and is responsible for costs.
HINT.BUSINESS_UNITS_TITLE.TITLE,HINTS,Business Units,Business Units
HINT.BUTTON_ANSWERS_IMPORT_EXPORT_DOWNLOAD.BODY,HINTS,Button answers import export download,Button answers import export download
HINT.BUTTON_ANSWERS_IMPORT_EXPORT_UPLOAD.BODY,HINTS,Button answers import export upload,Button answers import export upload
HINT.BUTTON_ASSESSMENT_FINDINGS_ADD.BODY,HINTS,Button assessment findings add,Button assessment findings add
HINT.BUTTON_ASSESSMENT_FINDINGS_CANCEL.BODY,HINTS,Button assessment findings cancel,Button assessment findings cancel
HINT.BUTTON_ASSESSMENT_FINDINGS_CREATE.BODY,HINTS,Button assessment findings create,Button assessment findings create
HINT.BUTTON_ASSESSMENT_FINDINGS_DELETE.BODY,HINTS,Button assessment findings delete,Button assessment findings delete
HINT.BUTTON_ASSESSMENT_FINDINGS_EDIT.BODY,HINTS,Button assessment findings edit,Button assessment findings edit
HINT.BUTTON_ASSESSMENT_FINDINGS_RESET.BODY,HINTS,Button assessment findings reset,Button assessment findings reset
HINT.BUTTON_ASSESSMENT_FINDINGS_SAVE.BODY,HINTS,Button assessment findings save,Button assessment findings save
HINT.BUTTON_ASSESSMENTS_ADD.BODY,HINTS,Button assessments add,Button assessments add
HINT.BUTTON_ASSESSMENTS_CANCEL.BODY,HINTS,Button assessments cancel,Button assessments cancel
HINT.BUTTON_ASSESSMENTS_CREATE.BODY,HINTS,Button assessments create,Button assessments create
HINT.BUTTON_ASSESSMENTS_DELETE.BODY,HINTS,Button assessments delete,Button assessments delete
HINT.BUTTON_ASSESSMENTS_EDIT.BODY,HINTS,Button assessments edit,Button assessments edit
HINT.BUTTON_ASSESSMENTS_RESET.BODY,HINTS,Button assessments reset,Button assessments reset
HINT.BUTTON_ASSESSMENTS_SAVE.BODY,HINTS,Button assessments save,Button assessments save
HINT.BUTTON_ASSET_CLASSES_ADD.BODY,HINTS,Asset Classes Add,Asset Classes Add
HINT.BUTTON_ASSET_CLASSES_CANCEL.BODY,HINTS,Button asset classes cancel,Button asset classes cancel
HINT.BUTTON_ASSET_CLASSES_CREATE.BODY,HINTS,Button asset classes create,Button asset classes create
HINT.BUTTON_ASSET_CLASSES_DELETE.BODY,HINTS,Button Asset Classes Delete,Button Asset Classes Delete
HINT.BUTTON_ASSET_CLASSES_EDIT.BODY,HINTS,Button asset classes edit,Button asset classes edit
HINT.BUTTON_ASSET_CLASSES_RESET.BODY,HINTS,Button asset classes reset,Button asset classes reset
HINT.BUTTON_ASSET_CLASSES_SAVE.BODY,HINTS,Button asset classes save,Button asset classes save
HINT.BUTTON_ASSOCIATE_MODELS_ADD.BODY,HINTS,Add,Add
HINT.BUTTON_ASSOCIATE_MODELS_CANCEL.BODY,HINTS,Button associate models cancel,Button associate models cancel
HINT.BUTTON_ASSOCIATE_MODELS_CREATE.BODY,HINTS,Button associate models create,Button associate models create
HINT.BUTTON_ASSOCIATE_MODELS_DELETE.BODY,HINTS,Delete,Delete
HINT.BUTTON_ASSOCIATE_MODELS_EDIT.BODY,HINTS,Edit,Edit
HINT.BUTTON_ASSOCIATE_MODELS_RESET.BODY,HINTS,Button associate models reset,Button associate models reset
HINT.BUTTON_ASSOCIATE_MODELS_SAVE.BODY,HINTS,Button associate models save,Button associate models save
HINT.BUTTON_ASSOCIATE_SYSTEMS_ADD.BODY,HINTS,Add,Add
HINT.BUTTON_ASSOCIATE_SYSTEMS_DELETE.BODY,HINTS,Button Associate Systems Delete,Button Associate Systems Delete
HINT.BUTTON_ASSOCIATE_SYSTEMS_EDIT.BODY,HINTS,Edit,Edit
HINT.BUTTON_AUDIT_LOGS_ADD.BODY,HINTS,Button audit logs add,Button audit logs add
HINT.BUTTON_AUDIT_LOGS_ADVANCED_SEARCH.BODY,HINTS,Advanced Search,Advanced Search
HINT.BUTTON_AUDIT_LOGS_ADVANCED_SEARCH_CANCEL.BODY,HINTS,Button audit logs advanced search cancel,Button audit logs advanced search cancel
HINT.BUTTON_AUDIT_LOGS_APPLY.BODY,HINTS,Apply,Apply
HINT.BUTTON_AUDIT_LOGS_CLOSE.BODY,HINTS,Button audit logs close,Button audit logs close
HINT.BUTTON_AUDIT_LOGS_DELETE.BODY,HINTS,Button audit logs delete,Button audit logs delete
HINT.BUTTON_AUDIT_LOGS_DETAILS.BODY,HINTS,Button audit logs details,Button audit logs details
HINT.BUTTON_AUDIT_LOGS_EDIT.BODY,HINTS,Button audit logs edit,Button audit logs edit
HINT.BUTTON_BUSINESS_INTERRUPTION_DELETE.BODY,HINTS,Button business interruption delete,Button business interruption delete
HINT.BUTTON_BUSINESS_INTERRUPTION_EDIT.BODY,HINTS,Button business interruption edit,Button business interruption edit
HINT.BUTTON_BUSINESS_INTERRUPTION_SAVE.BODY,HINTS,Button business interruption save,Button business interruption save
HINT.BUTTON_BUSINESS_UNITS_ADD.BODY,HINTS,Button business units add,Button business units add
HINT.BUTTON_BUSINESS_UNITS_CANCEL.BODY,HINTS,Button business units cancel,Button business units cancel
HINT.BUTTON_BUSINESS_UNITS_CREATE.BODY,HINTS,Button business units create,Button business units create
HINT.BUTTON_BUSINESS_UNITS_DELETE.BODY,HINTS,Button business units delete,Button business units delete
HINT.BUTTON_BUSINESS_UNITS_DOWNLOAD_DATA.BODY,HINTS,Button business units download data,Button business units download data
HINT.BUTTON_BUSINESS_UNITS_DOWNLOAD_TEMPLATE.BODY,HINTS,Button business units download template,Button business units download template
HINT.BUTTON_BUSINESS_UNITS_EDIT.BODY,HINTS,Button business units edit,Button business units edit
HINT.BUTTON_BUSINESS_UNITS_IMPORT_EXPORT_DOWNLOAD.BODY,HINTS,Button business units import export download,Button business units import export download
HINT.BUTTON_BUSINESS_UNITS_IMPORT_EXPORT_UPLOAD.BODY,HINTS,Button business units import export upload,Button business units import export upload
HINT.BUTTON_BUSINESS_UNITS_RESET.BODY,HINTS,Button business units reset,Button business units reset
HINT.BUTTON_BUSINESS_UNITS_SAVE.BODY,HINTS,Button business units save,Button business units save
HINT.BUTTON_BUSINESS_UNITS_UPLOAD_CSV.BODY,HINTS,Button business units upload csv,Button business units upload csv
HINT.BUTTON_CATEGORIES_ADD.BODY,HINTS,Button categories add,Button categories add
HINT.BUTTON_CATEGORIES_CANCEL.BODY,HINTS,Button categories cancel,Button categories cancel
HINT.BUTTON_CATEGORIES_CREATE.BODY,HINTS,Button categories create,Button categories create
HINT.BUTTON_CATEGORIES_DELETE.BODY,HINTS,Button categories delete,Button categories delete
HINT.BUTTON_CATEGORIES_EDIT.BODY,HINTS,Button categories edit,Button categories edit
HINT.BUTTON_CATEGORIES_RESET.BODY,HINTS,Button categories reset,Button categories reset
HINT.BUTTON_CATEGORIES_SAVE.BODY,HINTS,Button categories save,Button categories save
HINT.BUTTON_CLOUD_SCORING_ADD.BODY,HINTS,Button cloud scoring add,Button cloud scoring add
HINT.BUTTON_CLOUD_SCORING_DELETE.BODY,HINTS,Button cloud scoring delete,Button cloud scoring delete
HINT.BUTTON_CLOUD_SCORING_EDIT.BODY,HINTS,Button cloud scoring edit,Button cloud scoring edit
HINT.BUTTON_CLOUD_SCORING_LEVEL_1_QUESTIONS.BODY,HINTS,Button cloud scoring level 1 questions,Button cloud scoring level 1 questions
HINT.BUTTON_CLOUD_SCORING_LEVEL_2_QUESTIONS.BODY,HINTS,Button cloud scoring level 2 questions,Button cloud scoring level 2 questions
HINT.BUTTON_CLOUD_SCORING_QUESTIONS_BACK.BODY,HINTS,Button cloud scoring questions back,Button cloud scoring questions back
HINT.BUTTON_CLOUD_SCORING_QUESTIONS_CANCEL.BODY,HINTS,Button cloud scoring questions cancel,Button cloud scoring questions cancel
HINT.BUTTON_CLOUD_SCORING_QUESTIONS_RESET.BODY,HINTS,Button cloud scoring questions reset,Button cloud scoring questions reset
HINT.BUTTON_CLOUD_SCORING_QUESTIONS_SAVE.BODY,HINTS,Button cloud scoring questions save,Button cloud scoring questions save
HINT.BUTTON_CLOUD_SCORING_REASSIGN.BODY,HINTS,Button cloud scoring reassign,Button cloud scoring reassign
HINT.BUTTON_CONSTANTS_ADD.BODY,HINTS,Button constants add,Button constants add
HINT.BUTTON_CONSTANTS_CANCEL.BODY,HINTS,Button constants cancel,Button constants cancel
HINT.BUTTON_CONSTANTS_CREATE.BODY,HINTS,Button constants create,Button constants create
HINT.BUTTON_CONSTANTS_DELETE.BODY,HINTS,Button constants delete,Button constants delete
HINT.BUTTON_CONSTANTS_EDIT.BODY,HINTS,Button constants edit,Button constants edit
HINT.BUTTON_CONSTANTS_RESET.BODY,HINTS,Button constants reset,Button constants reset
HINT.BUTTON_CONSTANTS_SAVE.BODY,HINTS,Button constants save,Button constants save
HINT.BUTTON_CONTROL_FUNCTIONS_ADD.BODY,HINTS,Button control functions add,Button control functions add
HINT.BUTTON_CONTROL_FUNCTIONS_CANCEL.BODY,HINTS,Button control functions cancel,Button control functions cancel
HINT.BUTTON_CONTROL_FUNCTIONS_CREATE.BODY,HINTS,Button control functions create,Button control functions create
HINT.BUTTON_CONTROL_FUNCTIONS_DELETE.BODY,HINTS,Button control functions delete,Button control functions delete
HINT.BUTTON_CONTROL_FUNCTIONS_EDIT.BODY,HINTS,Button control functions edit,Button control functions edit
HINT.BUTTON_CONTROL_FUNCTIONS_RESET.BODY,HINTS,Button control functions reset,Button control functions reset
HINT.BUTTON_CONTROL_FUNCTIONS_SAVE.BODY,HINTS,Button control functions save,Button control functions save
HINT.BUTTON_CONTROL_GUIDELINES_ADD.BODY,HINTS,Button control guidelines add,Button control guidelines add
HINT.BUTTON_CONTROL_GUIDELINES_CANCEL.BODY,HINTS,Button control guidelines cancel,Button control guidelines cancel
HINT.BUTTON_CONTROL_GUIDELINES_CREATE.BODY,HINTS,Button control guidelines create,Button control guidelines create
HINT.BUTTON_CONTROL_GUIDELINES_DELETE.BODY,HINTS,Button control guidelines delete,Button control guidelines delete
HINT.BUTTON_CONTROL_GUIDELINES_EDIT.BODY,HINTS,Button control guidelines edit,Button control guidelines edit
HINT.BUTTON_CONTROL_GUIDELINES_IMPORT_EXPORT_DOWNLOAD.BODY,HINTS,Button control guidelines import export download,Button control guidelines import export download
HINT.BUTTON_CONTROL_GUIDELINES_IMPORT_EXPORT_UPLOAD.BODY,HINTS,Button control guidelines import export upload,Button control guidelines import export upload
HINT.BUTTON_CONTROL_GUIDELINES_RESET.BODY,HINTS,Button control guidelines reset,Button control guidelines reset
HINT.BUTTON_CONTROL_GUIDELINES_SAVE.BODY,HINTS,Button control guidelines save,Button control guidelines save
HINT.BUTTON_CONTROL_MATURITIES_ADD.BODY,HINTS,Button control maturities add,Button control maturities add
HINT.BUTTON_CONTROL_MATURITIES_CANCEL.BODY,HINTS,Button control maturities cancel,Button control maturities cancel
HINT.BUTTON_CONTROL_MATURITIES_CREATE.BODY,HINTS,Button control maturities create,Button control maturities create
HINT.BUTTON_CONTROL_MATURITIES_DELETE.BODY,HINTS,Button control maturities delete,Button control maturities delete
HINT.BUTTON_CONTROL_MATURITIES_EDIT.BODY,HINTS,Button control maturities edit,Button control maturities edit
HINT.BUTTON_CONTROL_MATURITIES_RESET.BODY,HINTS,Button control maturities reset,Button control maturities reset
HINT.BUTTON_CONTROL_MATURITIES_SAVE.BODY,HINTS,Button control maturities save,Button control maturities save
HINT.BUTTON_CONTROL_TESTS_ADD.BODY,HINTS,Button control tests add,Button control tests add
HINT.BUTTON_CONTROL_TESTS_CANCEL.BODY,HINTS,Button control tests cancel,Button control tests cancel
HINT.BUTTON_CONTROL_TESTS_CREATE.BODY,HINTS,Button control tests create,Button control tests create
HINT.BUTTON_CONTROL_TESTS_DELETE.BODY,HINTS,Button control tests delete,Button control tests delete
HINT.BUTTON_CONTROL_TESTS_EDIT.BODY,HINTS,Button control tests edit,Button control tests edit
HINT.BUTTON_CONTROL_TESTS_RESET.BODY,HINTS,Button control tests reset,Button control tests reset
HINT.BUTTON_CONTROL_TESTS_SAVE.BODY,HINTS,Button control tests save,Button control tests save
HINT.BUTTON_CYBER_RISK_SCORING_ADD.BODY,HINTS,Button cyber risk scoring add,Button cyber risk scoring add
HINT.BUTTON_CYBER_RISK_SCORING_ADVANCED_SEARCH_APPLY.BODY,HINTS,Button cyber risk scoring advanced search apply,Button cyber risk scoring advanced search apply
HINT.BUTTON_CYBER_RISK_SCORING_ADVANCED_SEARCH.BODY,HINTS,Button cyber risk scoring advanced search,Button cyber risk scoring advanced search
HINT.BUTTON_CYBER_RISK_SCORING_ADVANCED_SEARCH_CLOSE.BODY,HINTS,Button cyber risk scoring advanced search close,Button cyber risk scoring advanced search close
HINT.BUTTON_CYBER_RISK_SCORING_DELETE.BODY,HINTS,Button cyber risk scoring delete,Button cyber risk scoring delete
HINT.BUTTON_CYBER_RISK_SCORING_EDIT.BODY,HINTS,Button cyber risk scoring edit,Button cyber risk scoring edit
HINT.BUTTON_CYBER_RISK_SCORING_QUESTIONS.BODY,HINTS,Button cyber risk scoring questions,Button cyber risk scoring questions
HINT.BUTTON_CYBER_RISK_SCORING_REASSIGN.BODY,HINTS,Button cyber risk scoring reassign,Button cyber risk scoring reassign
HINT.BUTTON_CYBER_RISK_SCORING_SCORING_QUESTIONS.BODY,HINTS,Button cyber risk scoring scoring questions,Button cyber risk scoring scoring questions
HINT.BUTTON_CYBER_ROLES_ADD.BODY,HINTS,Button cyber roles add,Button cyber roles add
HINT.BUTTON_CYBER_ROLES_CANCEL.BODY,HINTS,Button cyber roles cancel,Button cyber roles cancel
HINT.BUTTON_CYBER_ROLES_CREATE.BODY,HINTS,Button cyber roles create,Button cyber roles create
HINT.BUTTON_CYBER_ROLES_DELETE.BODY,HINTS,Button cyber roles delete,Button cyber roles delete
HINT.BUTTON_CYBER_ROLES_EDIT.BODY,HINTS,Button cyber roles edit,Button cyber roles edit
HINT.BUTTON_CYBER_ROLES_RESET.BODY,HINTS,Button cyber roles reset,Button cyber roles reset
HINT.BUTTON_CYBER_ROLES_SAVE.BODY,HINTS,Button cyber roles save,Button cyber roles save
HINT.BUTTON_CYBERSECURITY_MATURITY_RESET.BODY,HINTS,Button cybersecurity maturity reset,Button cybersecurity maturity reset
HINT.BUTTON_CYBERSECURITY_MATURITY_SAVE.BODY,HINTS,Button cybersecurity maturity save,Button cybersecurity maturity save
HINT.BUTTON_DATA_CLASSES_ADD.BODY,HINTS,The another change we made.,The another change we made.
HINT.BUTTON_DATA_CLASSES_CANCEL.BODY,HINTS,Button data classes cancel,Button data classes cancel
HINT.BUTTON_DATA_CLASSES_CREATE.BODY,HINTS,Button data classes create,Button data classes create
HINT.BUTTON_DATA_CLASSES_DELETE.BODY,HINTS,Button data classes delete,Button data classes delete
HINT.BUTTON_DATA_CLASSES_EDIT.BODY,HINTS,Button data classes edit,Button data classes edit
HINT.BUTTON_DATA_CLASSES_RESET.BODY,HINTS,Button data classes reset,Button data classes reset
HINT.BUTTON_DATA_CLASSES_SAVE.BODY,HINTS,Button data classes save,Button data classes save
HINT.BUTTON_DATA_DOMAINS_ADD.BODY,HINTS,Button data domains add,Button data domains add
HINT.BUTTON_DATA_DOMAINS_CANCEL.BODY,HINTS,Button data domains cancel,Button data domains cancel
HINT.BUTTON_DATA_DOMAINS_CREATE.BODY,HINTS,Button data domains create,Button data domains create
HINT.BUTTON_DATA_DOMAINS_DELETE.BODY,HINTS,Button data domains delete,Button data domains delete
HINT.BUTTON_DATA_DOMAINS_EDIT.BODY,HINTS,Button data domains edit,Button data domains edit
HINT.BUTTON_DATA_DOMAINS_RESET.BODY,HINTS,Button data domains reset,Button data domains reset
HINT.BUTTON_DATA_DOMAINS_SAVE.BODY,HINTS,Button data domains save,Button data domains save
HINT.BUTTON_DATA_EXFILTRATION_ADD.BODY,HINTS,Button data exfiltration add,Button data exfiltration add
HINT.BUTTON_DATA_EXFILTRATION_DELETE.BODY,HINTS,Button data exfiltration delete,Button data exfiltration delete
HINT.BUTTON_DATA_EXFILTRATION_EDIT.BODY,HINTS,Button data exfiltration edit,Button data exfiltration edit
HINT.BUTTON_DATA_EXFILTRATION_GEO_RECORDS_PROCESSED.BODY,HINTS,Button data exfiltration geo records processed,Button data exfiltration geo records processed
HINT.BUTTON_DATA_EXFILTRATION_SAVE.BODY,HINTS,Button data exfiltration save,Button data exfiltration save
HINT.BUTTON_DOMAINS_ADD.BODY,HINTS,Button domains add,Button domains add
HINT.BUTTON_DOMAINS_CANCEL.BODY,HINTS,Button domains cancel,Button domains cancel
HINT.BUTTON_DOMAINS_CREATE.BODY,HINTS,Button domains create,Button domains create
HINT.BUTTON_DOMAINS_DELETE.BODY,HINTS,Button domains delete,Button domains delete
HINT.BUTTON_DOMAINS_EDIT.BODY,HINTS,Button domains edit,Button domains edit
HINT.BUTTON_DOMAINS_RESET.BODY,HINTS,Button domains reset,Button domains reset
HINT.BUTTON_DOMAINS_SAVE.BODY,HINTS,Button domains save,Button domains save
HINT.BUTTON_EXPOSURE_METRICS_ADD.BODY,HINTS,Button exposure metrics add,Button exposure metrics add
HINT.BUTTON_EXPOSURE_METRICS_CANCEL.BODY,HINTS,Button exposure metrics cancel,Button exposure metrics cancel
HINT.BUTTON_EXPOSURE_METRICS_CREATE.BODY,HINTS,Button exposure metrics create,Button exposure metrics create
HINT.BUTTON_EXPOSURE_METRICS_DELETE.BODY,HINTS,Button exposure metrics delete,Button exposure metrics delete
HINT.BUTTON_EXPOSURE_METRICS_EDIT.BODY,HINTS,Button exposure metrics edit,Button exposure metrics edit
HINT.BUTTON_EXPOSURE_METRICS_RESET.BODY,HINTS,Button exposure metrics reset,Button exposure metrics reset
HINT.BUTTON_EXPOSURE_METRICS_SAVE.BODY,HINTS,Button exposure metrics save,Button exposure metrics save
HINT.BUTTON_EXPOSURE_MODELS_ADD.BODY,HINTS,Button exposure models add,Button exposure models add
HINT.BUTTON_EXPOSURE_MODELS_DELETE.BODY,HINTS,Button exposure models delete,Button exposure models delete
HINT.BUTTON_EXPOSURE_MODELS_EDIT.BODY,HINTS,Button exposure models edit,Button exposure models edit
HINT.BUTTON_FIXED_CAPITAL_COSTS_ADD.BODY,HINTS,Button fixed capital costs add,Button fixed capital costs add
HINT.BUTTON_FIXED_CAPITAL_COSTS_CANCEL.BODY,HINTS,Button fixed capital costs cancel,Button fixed capital costs cancel
HINT.BUTTON_FIXED_CAPITAL_COSTS_CREATE.BODY,HINTS,Button fixed capital costs create,Button fixed capital costs create
HINT.BUTTON_FIXED_CAPITAL_COSTS_DELETE.BODY,HINTS,Button fixed capital costs delete,Button fixed capital costs delete
HINT.BUTTON_FIXED_CAPITAL_COSTS_EDIT.BODY,HINTS,Button fixed capital costs edit,Button fixed capital costs edit
HINT.BUTTON_FIXED_CAPITAL_COSTS_RESET.BODY,HINTS,Button fixed capital costs reset,Button fixed capital costs reset
HINT.BUTTON_FIXED_CAPITAL_COSTS_SAVE.BODY,HINTS,Button fixed capital costs save,Button fixed capital costs save
HINT.BUTTON_FIXED_OPERATIONAL_COSTS_ADD.BODY,HINTS,Button fixed operational costs add,Button fixed operational costs add
HINT.BUTTON_FIXED_OPERATIONAL_COSTS_DELETE.BODY,HINTS,Button fixed operational costs delete,Button fixed operational costs delete
HINT.BUTTON_FIXED_OPERATIONAL_COSTS_EDIT.BODY,HINTS,Button fixed operational costs edit,Button fixed operational costs edit
HINT.BUTTON_GDPR_ARTICLES_IMPORT_EXPORT_DOWNLOAD.BODY,HINTS,Button gdpr articles import export download,Button gdpr articles import export download
HINT.BUTTON_GDPR_ARTICLES_IMPORT_EXPORT_UPLOAD.BODY,HINTS,Button gdpr articles import export upload,Button gdpr articles import export upload
HINT.BUTTON_GDPR_EVIDENCE_DOCUMENTS_ADD.BODY,HINTS,Button gdpr evidence documents add,Button gdpr evidence documents add
HINT.BUTTON_GDPR_EVIDENCE_DOCUMENTS_CANCEL.BODY,HINTS,Button gdpr evidence documents cancel,Button gdpr evidence documents cancel
HINT.BUTTON_GDPR_EVIDENCE_DOCUMENTS_CREATE.BODY,HINTS,Button gdpr evidence documents create,Button gdpr evidence documents create
HINT.BUTTON_GDPR_EVIDENCE_DOCUMENTS_DELETE.BODY,HINTS,Button gdpr evidence documents delete,Button gdpr evidence documents delete
HINT.BUTTON_GDPR_EVIDENCE_DOCUMENTS_EDIT.BODY,HINTS,Edit,Edit
HINT.BUTTON_GDPR_EVIDENCE_DOCUMENTS_RESET.BODY,HINTS,Button gdpr evidence documents reset,Button gdpr evidence documents reset
HINT.BUTTON_GDPR_EVIDENCE_DOCUMENTS_SAVE.BODY,HINTS,Button gdpr evidence documents save,Button gdpr evidence documents save
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_ADD.BODY,HINTS,Button gdpr organization compliance add,Button gdpr organization compliance add
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_CANCEL.BODY,HINTS,Button gdpr organization compliance cancel,Button gdpr organization compliance cancel
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_CREATE.BODY,HINTS,Button gdpr organization compliance create,Button gdpr organization compliance create
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_DELETE.BODY,HINTS,Button gdpr organization compliance delete,Button gdpr organization compliance delete
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_EDIT.BODY,HINTS,Edit,Edit
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_LOG.BODY,HINTS,Organization Compliance Log,Organization Compliance Log
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_RESET.BODY,HINTS,Button gdpr organization compliance reset,Button gdpr organization compliance reset
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_SAVE.BODY,HINTS,Button gdpr organization compliance save,Button gdpr organization compliance save
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_SCORING_QUESTIONS.BODY,HINTS,Button gdpr organization compliance scoring questions,Button gdpr organization compliance scoring questions
HINT.BUTTON_GDPR_ORGANIZATION_COMPLIANCE_STATUS_LOG_BACK.BODY,HINTS,Button gdpr organization compliance status log back,Button gdpr organization compliance status log back
HINT.BUTTON_GDPR_SYSTEM_COMPLIANCE_ADD.BODY,HINTS,Button gdpr system compliance add,Button gdpr system compliance add
HINT.BUTTON_GDPR_SYSTEM_COMPLIANCE_DRILLDOWN.BODY,HINTS,Drilldown,Drilldown
HINT.BUTTON_GDPR_SYSTEM_COMPLIANCE_LOG.BODY,HINTS,System Compliance Log,System Compliance Log
HINT.BUTTON_GDPR_SYSTEM_COMPLIANCE_SCORING_QUESTIONS.BODY,HINTS,Button gdpr system compliance scoring questions,Button gdpr system compliance scoring questions
HINT.BUTTON_GDPR_SYSTEM_COMPLIANCE_STATUS_LOG_BACK.BODY,HINTS,Button gdpr system compliance status log back,Button gdpr system compliance status log back
HINT.BUTTON_GDPR_SYSTEM_COMPLIANCE_STATUS_LOG.BODY,HINTS,Button gdpr system compliance status log,Button gdpr system compliance status log
HINT.BUTTON_GEO_RECORDS_PROCESSED_ADD.BODY,HINTS,Button geo records processed add,Button geo records processed add
HINT.BUTTON_GEO_RECORDS_PROCESSED_CANCEL.BODY,HINTS,Button geo records processed cancel,Button geo records processed cancel
HINT.BUTTON_GEO_RECORDS_PROCESSED_CREATE.BODY,HINTS,Button geo records processed create,Button geo records processed create
HINT.BUTTON_GEO_RECORDS_PROCESSED_DELETE.BODY,HINTS,Button geo records processed delete,Button geo records processed delete
HINT.BUTTON_GEO_RECORDS_PROCESSED_RESET.BODY,HINTS,Button geo records processed reset,Button geo records processed reset
HINT.BUTTON_GEO_RECORDS_PROCESSED_SAVE.BODY,HINTS,Button geo records processed save,Button geo records processed save
HINT.BUTTON_ORGANIZATION_CONTROL_TEST_RESULTS_ADD.BODY,HINTS,Button organization control test results add,Button organization control test results add
HINT.BUTTON_ORGANIZATION_CONTROL_TEST_RESULTS_CANCEL.BODY,HINTS,Button organization control test results cancel,Button organization control test results cancel
HINT.BUTTON_ORGANIZATION_CONTROL_TEST_RESULTS_CREATE.BODY,HINTS,Button organization control test results create,Button organization control test results create
HINT.BUTTON_ORGANIZATION_CONTROL_TEST_RESULTS_DELETE.BODY,HINTS,Button organization control test results delete,Button organization control test results delete
HINT.BUTTON_ORGANIZATION_CONTROL_TEST_RESULTS_EDIT.BODY,HINTS,Edit,Edit
HINT.BUTTON_ORGANIZATION_CONTROL_TEST_RESULTS_RESET.BODY,HINTS,Button organization control test results reset,Button organization control test results reset
HINT.BUTTON_ORGANIZATION_CONTROL_TEST_RESULTS_SAVE.BODY,HINTS,Button organization control test results save,Button organization control test results save
HINT.BUTTON_ORGANIZATION_RESET.BODY,HINTS,Button organization reset,Button organization reset
HINT.BUTTON_ORGANIZATION_SAVE.BODY,HINTS,Button organization save,Button organization save
HINT.BUTTON_POLICY_MANAGEMENT_ADD.BODY,HINTS,Button policy management add,Button policy management add
HINT.BUTTON_POLICY_MANAGEMENT_ANNUAL_REVIEW.BODY,HINTS,Button policy management annual review,Button policy management annual review
HINT.BUTTON_POLICY_MANAGEMENT_APPROVAL.BODY,HINTS,Button policy management approval,Button policy management approval
HINT.BUTTON_POLICY_MANAGEMENT_CANCEL.BODY,HINTS,Button policy management cancel,Button policy management cancel
HINT.BUTTON_POLICY_MANAGEMENT_CREATE.BODY,HINTS,Button policy management create,Button policy management create
HINT.BUTTON_POLICY_MANAGEMENT_DELETE.BODY,HINTS,Button policy management delete,Button policy management delete
HINT.BUTTON_POLICY_MANAGEMENT_EDIT.BODY,HINTS,Button policy management edit,Button policy management edit
HINT.BUTTON_POLICY_MANAGEMENT_RESET.BODY,HINTS,Button policy management reset,Button policy management reset
HINT.BUTTON_POLICY_MANAGEMENT_SAVE.BODY,HINTS,Button policy management save,Button policy management save
HINT.BUTTON_PROCESSES_ADD.BODY,HINTS,Button processes add,Button processes add
