Constant,Scope,Value,Default Value
DASHBOARDS$RESOURCES$RESOURCES_SCORES$APPROVAL_HEADER,DASHBOARD,Approval,Approval
DASHBOARDS$RESOURCES$RESOURCES_SCORES$COMMENTS_HEADER,DASHBOARD,Comments,Comments
DASHBOARDS$RESOURCES$RESOURCES_SCORES$EMPLOYEE_NAME_HEADER,DASHBOARD,Employee Name,Employee Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$END_DATE_HEADER,DASHBOARD,End Date,End Date
DASHBOARDS$RESOURCES$RESOURCES_SCORES$EST_HOURS_HEADER,DASHBOARD,Est Hours,Est Hours
DASHBOARDS$RESOURCES$RESOURCES_SCORES$PROJECT_NAME_HEADER,DASHBOARD,Project Name,Project Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$START_DATE_HEADER,DASHBOARD,Start Date,Start Date
DASHBOARDS$RESOURCES$RESOURCES_SCORES$STATUS_HEADER,DASHBOARD,Status,Status
DASHBOARDS$RESOURCES$RESOURCES_SCORES$TASK_NAME_HEADER,DASHBOARD,Task Name,Task Name
DASHBOARDS$RISK_REGISTER$DESCRIPTION,DASHBOARD,Risk Register,Risk Register
DASHBOARDS$RISK_REGISTER$NAME,DASHBOARD,Assessment Findings,Assessment Findings
DASHBOARDS$SET_UP_DASHBOARD$CYBER_RISK_SCORING_STATUS_BUSINESS_UNITS,DASHBOARD,Business Units,Business Units
DASHBOARDS$SORT_BY,UI,Sort by:,Sort by:
DASHBOARDS$TASK$DESCRIPTION,DASHBOARD,Displays the status of tasks,Displays the status of tasks
DASHBOARDS$TASK$NAME,DASHBOARD,Task Status,Task Status
DASHBOARDS$TASK$TASK_SUMMARY$ITEM_DESCRIPTION,DASHBOARD,Task Status Summary,Task Status Summary
DASHBOARDS$TASK$TASK_SUMMARY$ITEM_NAME,DASHBOARD,Task Status,Task Status
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ACTUAL_END_HEADER,DASHBOARD,Actual End Date,Actual End Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ACTUAL_START_HEADER,DASHBOARD,Actual Start Date,Actual Start Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$BUDGET_HEADER,DASHBOARD,Budget,Budget
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$COMMENTS_HEADER,DASHBOARD,Comments,Comments
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_END_HEADER,DASHBOARD,Est End Date,Est End Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_HOURS_HEADER,DASHBOARD,Est Hours,Est Hours
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_START_HEADER,DASHBOARD,Est Start Date,Est Start Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ITEM_NAME,DASHBOARD,,
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$PRIORITY_HEADER,DASHBOARD,% Complete,% Complete
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$PROJECT_HEADER,DASHBOARD,Project,Project
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$STATUS_HEADER,DASHBOARD,Status,Status
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_ASSIGNEE_HEADER,DASHBOARD,Task Assignee,Task Assignee
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_CATEGORY_HEADER,DASHBOARD,Task Category,Task Category
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_MANAGER_HEADER,DASHBOARD,Task Manager,Task Manager
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_NAME_HEADER,DASHBOARD,Task Name,Task Name
DASHBOARDS$TOTAL_EXPOSURE,UI,Total exposure:,Total exposure:
DASHBOARDS$UNINSURABLE_EXPOSURES$DESCRIPTION,DASHBOARD,Displays all systems with exposures over 750m,Displays all systems with exposures over 750m
DASHBOARDS$UNINSURABLE_EXPOSURES$EXPOSURE_OF_UNINSURED_RECORDS,DASHBOARD,Exposure Of Uninsured Records,Exposure Of Uninsured Records
DASHBOARDS$UNINSURABLE_EXPOSURES$NAME,DASHBOARD,Uninsurable Exposures,Uninsurable Exposures
DASHBOARDS$UNINSURABLE_EXPOSURES$NUMBER_OF_RECORDS_INSURED,DASHBOARD,Number Of Records Insured,Number Of Records Insured
DASHBOARDS$UNINSURABLE_EXPOSURES$NUMBER_OF_UNINSURED_RECORDS,DASHBOARD,Number Of Uninsured Records,Number Of Uninsured Records
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption,Business Interruption
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$DATA_EXFILTRATION_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$GDPR_REGULATORY_EXPOSURE_HEADER,DASHBOARD,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_NAME_HEADER,DASHBOARD,System Name,System Name
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$TOTAL_EXPOSURE_HEADER,DASHBOARD,Total Exposure,Total Exposure
DASHBOARDS$VENDOR$CYBER_EXPOSURES$ITEM_NAME,DASHBOARD,Cyber Exposures,Cyber Exposures
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption,Business Interruption
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$CLOUD_VENDOR_TYPE,DASHBOARD,Cloud Vendor,Cloud Vendor
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$DATA_EXFILTRATION_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$GDRP_REGULATORY_EXPOSURE_HEADER,DASHBOARD,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$ITEM_DESCRIPTION,DASHBOARD,Vendor Exposures,Vendor Exposures
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$ITEM_NAME,DASHBOARD,Vendor Exposures,Vendor Exposures
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$SERVICE_VENDOR_TYPE,DASHBOARD,Service Vendor,Service Vendor
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$SYSTEM_VENDOR_TYPE,DASHBOARD,System Vendor,System Vendor
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$TECHNOLOGY_VENDOR_TYPE,DASHBOARD,Technology Vendor,Technology Vendor
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$TOTAL_EXPOSURE_HEADER,DASHBOARD,Total Exposure,Total Exposure
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$VENDOR_HEADER,DASHBOARD,Vendor,Vendor
DASHBOARDS$VENDOR$CYBER_EXPOSURES$VENDOR_EXPOSURES$VENDOR_TYPE_HEADER,DASHBOARD,Vendor Type,Vendor Type
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SCORES$IMPACT_TOTAL_HEADER,DASHBOARD,Impact Max Score,Impact Max Score
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SCORES$IMPACT_WEIGHT_HEADER,DASHBOARD,Impact Total,Impact Total
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SCORES$ITEM_NAME,DASHBOARD,Vendor Cyber Risk Scores,Vendor Cyber Risk Scores
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SCORES$LIKELIHOOD_TOTAL_HEADER,DASHBOARD,Likelihood Max Score,Likelihood Max Score
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SCORES$LIKELIHOOD_WEIGHT_HEADER,DASHBOARD,Likelihood Total,Likelihood Total
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SCORES$SCORE_HEADER,DASHBOARD,Score,Score
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SCORES$VENDOR_HEADER,DASHBOARD,Vendor,Vendor
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SUMMARY$ITEM_NAME,DASHBOARD,Vendor Cyber Risk Scoring Summary,Vendor Cyber Risk Scoring Summary
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SUMMARY$THRESHOLD,DASHBOARD,Cyber Risk Threshold,Cyber Risk Threshold
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SUMMARY$X_AXIS,DASHBOARD,Vendor,Vendor
DASHBOARDS$VENDOR$CYBER_RISK$CYBER_RISK_SUMMARY$Y_AXIS,DASHBOARD,Score,Score
DASHBOARDS$VENDOR$CYBER_RISK$ITEM_NAME,DASHBOARD,Cyber Risk Scores,Cyber Risk Scores
DASHBOARDS$VENDOR$DESCRIPTION,DASHBOARD,Displays the vendor exposures and scores,Displays the vendor exposures and scores
DASHBOARDS$VENDOR$HEAT_MAP$HEAT_CHART$ITEM_DESCRIPTION,DASHBOARD,Vendor Heat Map,Vendor Heat Map
DASHBOARDS$VENDOR$HEAT_MAP$HEAT_CHART$ITEM_NAME,DASHBOARD,Vendor Heat Map,Vendor Heat Map
DASHBOARDS$VENDOR$HEAT_MAP$HEAT_CHART$X_AXIS,DASHBOARD,Likelihood,Likelihood
DASHBOARDS$VENDOR$HEAT_MAP$HEAT_CHART$Y_AXIS,DASHBOARD,Impact,Impact
DASHBOARDS$VENDOR$HEAT_MAP$ITEM_NAME,DASHBOARD,Heat Map,Heat Map
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$IMPACT_FREQUENT_HEADER,DASHBOARD,Frequent,Frequent
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$IMPACT_HEADER,DASHBOARD,Impact,Impact
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$IMPACT_IMPROBABLE_HEADER,DASHBOARD,Improbable,Improbable
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$IMPACT_LIKELY_HEADER,DASHBOARD,Likely,Likely
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$IMPACT_OCCASIONAL_HEADER,DASHBOARD,Occasional,Occasional
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$IMPACT_SELDOM_HEADER,DASHBOARD,Seldom,Seldom
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$ITEM_NAME,DASHBOARD,Vendor Heat Matrix,Vendor Heat Matrix
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$LIKELIHOOD_CRITICAL_HEADER,DASHBOARD,Critical,Critical
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$LIKELIHOOD_CRUCIAL_HEADER,DASHBOARD,Crucial,Crucial
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$LIKELIHOOD_DISASTROUS_HEADER,DASHBOARD,Disastrous,Disastrous
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$LIKELIHOOD_HEADER,DASHBOARD,Likelihood,Likelihood
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$LIKELIHOOD_MINOR_HEADER,DASHBOARD,Minor,Minor
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$LIKELIHOOD_NONE_HEADER,DASHBOARD,None,None
DASHBOARDS$VENDOR$HEAT_MATRIX$HEAT_MATRIX_TABLE$VENDOR_CYBER_RISK_HEADER,DASHBOARD,Vendor Cyber Risk,Vendor Cyber Risk
DASHBOARDS$VENDOR$HEAT_MATRIX$ITEM_NAME,DASHBOARD,Heat Matrix,Heat Matrix
DASHBOARDS$VENDOR$IMPACT$IMPACT_CHART$ITEM_NAME,DASHBOARD,Impact Vendor Scores,Impact Vendor Scores
DASHBOARDS$VENDOR$IMPACT$IMPACT_CHART$THRESHOLD,DASHBOARD,Impact Threshold,Impact Threshold
DASHBOARDS$VENDOR$IMPACT$IMPACT_CHART$X_AXIS,DASHBOARD,Vendor,Vendor
DASHBOARDS$VENDOR$IMPACT$IMPACT_CHART$Y_AXIS,DASHBOARD,Score,Score
DASHBOARDS$VENDOR$IMPACT$IMPACT_GRID$ITEM_NAME,DASHBOARD,Impact Vendor Scores,Impact Vendor Scores
DASHBOARDS$VENDOR$IMPACT$IMPACT_GRID$SCORE_HEADER,DASHBOARD,Score,Score
DASHBOARDS$VENDOR$IMPACT$IMPACT_GRID$TOTAL_WEIGHT_HEADER,DASHBOARD,Total Weight,Total Weight
DASHBOARDS$VENDOR$IMPACT$IMPACT_GRID$VENDOR_HEADER,DASHBOARD,Vendor,Vendor
DASHBOARDS$VENDOR$IMPACT$IMPACT_GRID$WEIGHT_HEADER,DASHBOARD,Weight,Weight
DASHBOARDS$VENDOR$IMPACT$ITEM_NAME,DASHBOARD,Impact Scores,Impact Scores
DASHBOARDS$VENDOR$LIKELIHOOD$ITEM_NAME,DASHBOARD,Likelihood Scores,Likelihood Scores
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_CHART$ITEM_NAME,DASHBOARD,Likelihood Vendor Scores,Likelihood Vendor Scores
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_CHART$THRESHOLD,DASHBOARD,Likelihood Threshold,Likelihood Threshold
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_CHART$X_AXIS,DASHBOARD,Vendor,Vendor
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_CHART$Y_AXIS,DASHBOARD,Score,Score
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_GRID$ITEM_NAME,DASHBOARD,Likelihood Vendor Scores,Likelihood Vendor Scores
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_GRID$SCORE_HEADER,DASHBOARD,Score,Score
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_GRID$TOTAL_WEIGHT_HEADER,DASHBOARD,Total Weight,Total Weight
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_GRID$VENDOR_HEADER,DASHBOARD,Vendor,Vendor
DASHBOARDS$VENDOR$LIKELIHOOD$LIKELIHOOD_GRID$WEIGHT_HEADER,DASHBOARD,Weight,Weight
DASHBOARDS$VENDOR$NAME,DASHBOARD,Vendor Dashboard,Vendor Dashboard
DASHBOARDS$VENDORS_AND_SYSTEMS$NAME,DASHBOARD,Vendors and Systems,Vendors and Systems
DASHBOARDS$VENDOR_SELF_ASSESSMENT$CLOUD_SERVICE_PROVIDER$ITEM_DESCRIPTION,DASHBOARD,Cloud Service Provider,Cloud Service Provider
DASHBOARDS$VENDOR_SELF_ASSESSMENT$CLOUD_SERVICE_PROVIDER$ITEM_NAME,DASHBOARD,Cloud Service Provider,Cloud Service Provider
DASHBOARDS$VENDOR_SELF_ASSESSMENT$DESCRIPTION,DASHBOARD,Displays the vendors questionnaire results,Displays the vendors questionnaire results
DASHBOARDS$VENDOR_SELF_ASSESSMENT$NAME,DASHBOARD,Assessments,Assessments
DASHBOARDS$VENDOR_SELF_ASSESSMENT$SERVICE_PROVIDER$ITEM_DESCRIPTION,DASHBOARD,Service Provider,Service Provider
DASHBOARDS$VENDOR_SELF_ASSESSMENT$SERVICE_PROVIDER$ITEM_NAME,DASHBOARD,Service Provider,Service Provider
DASHBOARDS$VENDOR_SELF_ASSESSMENT$SYSTEM_TECHNOLOGY_PROVIDER$ITEM_DESCRIPTION,DASHBOARD,System/Technology Provider,System/Technology Provider
DASHBOARDS$VENDOR_SELF_ASSESSMENT$SYSTEM_TECHNOLOGY_PROVIDER$ITEM_NAME,DASHBOARD,System/Technology Provider,System/Technology Provider
DASHBOARDS$VENDOR_SELF_ASSESSMENT$TOTAL_SCORE$ITEM_NAME,DASHBOARD,Total Score,Total Score
DASHBOARDS$VENDOR_SELF_ASSESSMENT$TOTAL_SCORE$MARK_HEADER,DASHBOARD,A,A
DASHBOARDS$VENDOR_SELF_ASSESSMENT$TOTAL_SCORE$QUESTION_HEADER,DASHBOARD,Question,Question
DASHBOARDS$VENDOR_SELF_ASSESSMENT$TOTAL_SCORE$SCORE_HEADER,DASHBOARD,Score,Score
DASHBOARDS$VENDOR_STATUS$DESCRIPTION,DASHBOARD,Vendor Status Dashboard,Vendor Status Dashboard
DASHBOARDS$VENDOR_STATUS$NAME,DASHBOARD,Vendor Types,Vendor Types
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$ITEM_DESCRIPTION,DASHBOARD,Displays all the vendors by type and owner,Displays all the vendors by type and owner
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$ITEM_NAME,DASHBOARD,Vendor Types,Vendor Types
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$BUSINESS_UNIT_HEADER,DASHBOARD,Business Unit,Business Unit
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$CLOUD_HEADER,DASHBOARD,Cloud,Cloud
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$ITEM_NAME,DASHBOARD,,
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$PERSON_HEADER,DASHBOARD,Person,Person
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$SERVICE_HEADER,DASHBOARD,Service,Service
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$TECHNOLOGY_HEADER,DASHBOARD,Technology,Technology
DASHBOARDS$VENDOR_STATUS$VENDOR_STATUS$VENDOR_STATUSES$VENDOR_NAME_HEADER,DASHBOARD,Vendor Name,Vendor Name
DASHBOARD_TABS$CISO$NAME,DASHBOARD,CISO Dashboard,CISO Dashboard
DASHBOARD_TABS$DPO$NAME,DASHBOARD,DPO Dashboard,DPO Dashboard
DASHBOARD_TABS$EXECUTIVE$NAME,DASHBOARD,Executive Dashboard,Executive Dashboard
DASHBOARD_TABS$SET_UP$NAME,DASHBOARD,Set Up Dashboard,Set Up Dashboard
DASHBOARD_TABS$VENDOR_CYBER_RISK_MANAGER$NAME,DASHBOARD,Vendor Cyber Risk Manager,Vendor Cyber Risk Manager
DASHBOARD_VALUES$ALL,DASHBOARD,All,All
DASHBOARD_VALUES$ALL_REQUIREMENTS_SELECTED,DASHBOARD,All Requirements Selected,All Requirements Selected
DASHBOARD_VALUES$ASSIGNMENT,DASHBOARD,ASSIGNMENT,ASSIGNMENT
DASHBOARD_VALUES$COMPLETE,DASHBOARD,Complete,Complete
DASHBOARD_VALUES$EXTRAORDINARY_HIGH_EXPOSURE_RECORD_COUNT,DASHBOARD,Extraordinarily High Record Count,Extraordinarily High Record Count
DASHBOARD_VALUES$NO,DASHBOARD,No,No
DASHBOARD_VALUES$NOT_ANSWERED,DASHBOARD,NOT ANSWERED,NOT ANSWERED
DASHBOARD_VALUES$NOT_APPLICABLE,DASHBOARD,NOT APPLICABLE,NOT APPLICABLE
DASHBOARD_VALUES$NOT_AVAILABLE,DASHBOARD,N/A,N/A
DASHBOARD_VALUES$NOT_COMPLETE,DASHBOARD,Not Complete,Not Complete
DASHBOARD_VALUES$NOT_STARTED,DASHBOARD,Not Started,Not Started
DASHBOARD_VALUES$OWNER,DASHBOARD,OWNER,OWNER
DASHBOARD_VALUES$TOTAL,DASHBOARD,Total:,Total:
DASHBOARD_VALUES$YES,DASHBOARD,Yes,Yes
DATA_CLASSES$CREATE_CLASS,UI,Create Data Class,Create Data Class
DATA_CLASSES$DATA_CLASS,UI,Data Class,Data Class
DATA_CLASSES$EDIT_CLASS,UI,Edit Data Class,Edit Data Class
DATA_CLASSES$TITLE,UI,Data Classes,Data Classes
DATA_DOMAINS$CREATE,UI,Create Data Domain,Create Data Domain
DATA_DOMAINS$DATA_DOMAIN,UI,Data Domain,Data Domain
DATA_DOMAINS$EDIT,UI,Edit Data Domain,Edit Data Domain
DATA_DOMAINS$TITLE,UI,Data Domains,Data Domains
DATA_EXFILTRATION$CREATE_EXFILTRATION,UI,Create Exfiltration,Create Exfiltration
DATA_EXFILTRATION$EDIT_EXFILTRATION,UI,Edit Exfiltration,Edit Exfiltration
DATA_EXFILTRATION$RECORDS_PROCESSED,UI,Records Processed,Records Processed
DATA_EXFILTRATION$TITLE,UI,Data Exfiltration,Data Exfiltration
DATA_FIELDS$PLACEHOLDER,UI,Select or create field,Select or create field
DATA_FIELDS$TITLE,UI,Data Fields,Data Fields
DOMAINS$CREATE_DOMAIN,UI,Create domain,Create domain
DOMAINS$DIALOG_TITLE,UI,Add domain to risk model,Add domain to risk model
DOMAINS$DIALOG_TITLE_CREATE,UI,Create new domain,Create new domain
DOMAINS$DOMAIN,UI,Domain,Domain
DOMAINS$DOMAIN_REQUIRED,UI,Domain is required,Domain is required
DOMAINS$EDIT_DOMAIN,UI,Edit domain,Edit domain
DOMAINS$MANAGED_BY,UI,Managed by,Managed by
DOMAINS$NO_AVAILABLE_DOMAINS,UI,There is no available domains right now,There is no available domains right now
DOMAINS$TITLE,UI,Domains,Domains
DRILLDOWNS$ADMIN_SYSOWN$ITEM_NAME,SERVER,"User ""{0}""{1}. Full Admin Drilldown.","User ""{0}""{1}. Full Admin Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_QUAL$ITEM_NAME,SERVER,"User ""{0}"". Qualitative Drilldown.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_QUANT$ITEM_NAME,SERVER,"User ""{0}"". Quantification Drilldown.","User ""{0}"". Quantification Drilldown."
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$ANSWERS_WEIGHT_HEADER,SERVER,Answers Weight,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$IMPACT_HEADER,SERVER,Impact,Impact
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$ITEM_NAME,SERVER,[System Owner] Qualitative Scores,[System Owner] Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$SYSTEM_HEADER,SERVER,System,System
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$TOTAL_WEIGHT_HEADER,SERVER,Total Weight,Total Weight
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$DATA_EXFILTRATION_HEADER,SERVER,Data Exfiltration,Data Exfiltration
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$FORMULA_HEADER,SERVER,Formula,Formula
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$ITEM_NAME,SERVER,"Quantification score for ","Quantification score for "
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$NUMBER_OF_RECORDS_HEADER,SERVER,Number of Records,Number of Records
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$SYSTEM_NAME_HEADER,SERVER,System Name,System Name
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ALTERNATIVE_ITEM_NAME,SERVER,[Vendor Owner] Cloud Qualitative Scores,[Vendor Owner] Cloud Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ANSWERS_WEIGHT_HEADER,SERVER,Answers Weight,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$IMPACT_HEADER,SERVER,Impact,Impact
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$ITEM_NAME,SERVER,"User ""{0}"". Qualitative Drilldown.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ITEM_NAME,SERVER,[Vendor Owner] Vendor Qualitative Scores,[Vendor Owner] Vendor Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$SYSTEM_VENDOR_HEADER,SERVER,System / Vendor,System / Vendor
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$TOTAL_WEIGHT_HEADER,SERVER,Total Weight,Total Weight
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ALTERNATIVE_ITEM_NAME,SERVER,[System Owner] Cloud Qualitative Scores,[System Owner] Cloud Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ANSWER_WEIGHT_HEADER,SERVER,Answers Weight,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$IMPACT_HEADER,SERVER,Impact,Impact
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ITEM_NAME,SERVER,[System Owner] Vendor Qualitative Scores,[System Owner] Vendor Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$LIKELIHOOD_HEADER,SERVER,Likelihood,Likelihood
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$SCORE_HEADER,SERVER,Score,Score
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$SYSTEM_VENDOR_HEADER,SERVER,System / Vendor,System / Vendor
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$TOTAL_WEIGHT_HEADER,SERVER,Total Weight,Total Weight
DRILLDOWNS$ADMIN_VENOWN_QUAL$ITEM_NAME,SERVER,"User ""{0}"". Qualitative Drilldown.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$ASSESSMENT$ALTERNATIVE_ITEM_NAME,SERVER,{0} Drilldown.,{0} Drilldown.
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$ASSESSMENT_NAME_HEADER,SERVER,Assessment Name,Assessment Name
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$ITEM_NAME,SERVER,Assessment Summary,Assessment Summary
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$LEGAL_ORG_HEADER,SERVER,Legal Organization,Legal Organization
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$LEVEL_HEADER,SERVER,Level,Level
